Airport,Year,Month,Domestic_Inbound,Domestic_Outbound,Domestic_Total,International_Inbound,International_Outbound,International_Total,Total_Inbound,Total_Outbound,Total_Passengers
ADELAIDE,2013,11,279869,279000,558869,34066,34016,68082,313935,313016,626951
ADELAIDE,2013,12,291204,289813,581017,39818,49993,89811,331022,339806,670828
ADELAIDE,2014,1,277737,278835,556572,53530,41795,95325,331267,320630,651897
ADELAIDE,2014,2,253235,250818,504053,40484,29320,69804,293719,280138,573857
ADELAIDE,2014,3,287307,293996,581303,35407,35805,71212,322714,329801,652515
ADELAIDE,2014,4,283121,285267,568388,39176,42911,82087,322297,328178,650475
ADELAIDE,2014,5,266981,269417,536398,34798,39547,74345,301779,308964,610743
ADELAIDE,2014,6,260567,255415,515982,35861,44801,80662,296428,300216,596644
ADELAIDE,2014,7,284112,289631,573743,51507,44103,95610,335619,333734,669353
ADELAIDE,2014,8,280822,280400,561222,41013,39796,80809,321835,320196,642031
ADELAIDE,2014,9,276540,280913,557453,39785,40956,80741,316325,321869,638194
ADELAIDE,2014,10,319150,311531,630681,44279,35206,79485,363429,346737,710166
ADELAIDE,2014,11,279539,279238,558777,33966,35010,68976,313505,314248,627753
ADELAIDE,2014,12,295383,291644,587027,38989,49220,88209,334372,340864,675236
ADELAIDE,2015,1,271005,273323,544328,50816,40325,91141,321821,313648,635469
ADELAIDE,2015,2,255345,248620,503965,38274,30765,69039,293619,279385,573004
ADELAIDE,2015,3,291956,293217,585173,34114,36696,70810,326070,329913,655983
ADELAIDE,2015,4,291914,294232,586146,33223,37246,70469,325137,331478,656615
ADELAIDE,2015,5,270553,272195,542748,31243,36424,67667,301796,308619,610415
ADELAIDE,2015,6,252967,252494,505461,32695,37826,70521,285662,290320,575982
ADELAIDE,2015,7,296045,302047,598092,40295,36893,77188,336340,338940,675280
ADELAIDE,2015,8,282798,277223,560021,35798,34901,70699,318596,312124,630720
ADELAIDE,2015,9,279982,283113,563095,35418,35682,71100,315400,318795,634195
ADELAIDE,2015,10,315821,304706,620527,39982,32407,72389,355803,337113,692916
ADELAIDE,2015,11,296138,294450,590588,30136,30705,60841,326274,325155,651429
ADELAIDE,2015,12,298324,301313,599637,36126,43398,79524,334450,344711,679161
ADELAIDE,2016,1,282520,284142,566662,44890,39537,84427,327410,323679,651089
ADELAIDE,2016,2,267124,259758,526882,35415,29381,64796,302539,289139,591678
ADELAIDE,2016,3,305728,298866,604594,32873,33552,66425,338601,332418,671019
ADELAIDE,2016,4,291320,302867,594187,31541,36181,67722,322861,339048,661909
ADELAIDE,2016,5,281939,282036,563975,31336,37676,69012,313275,319712,632987
ADELAIDE,2016,6,269707,262566,532273,33289,39790,73079,302996,302356,605352
ADELAIDE,2016,7,300002,307952,607954,47258,43425,90683,347260,351377,698637
ADELAIDE,2016,8,284393,279860,564253,39027,40220,79247,323420,320080,643500
ADELAIDE,2016,9,293756,288573,582329,42085,41067,83152,335841,329640,665481
ADELAIDE,2016,10,317098,319192,636290,46341,35408,81749,363439,354600,718039
ADELAIDE,2016,11,304689,305932,610621,34776,36227,71003,339465,342159,681624
ADELAIDE,2016,12,304574,301400,605974,41707,51177,92884,346281,352577,698858
ADELAIDE,2017,1,292441,295396,587837,51344,42933,94277,343785,338329,682114
ADELAIDE,2017,2,265665,258284,523949,37838,30773,68611,303503,289057,592560
ADELAIDE,2017,3,309494,311591,621085,34763,36346,71109,344257,347937,692194
ADELAIDE,2017,4,294726,296413,591139,34119,39693,73812,328845,336106,664951
ADELAIDE,2017,5,285884,284998,570882,33197,37924,71121,319081,322922,642003
ADELAIDE,2017,6,273329,272795,546124,34097,39198,73295,307426,311993,619419
ADELAIDE,2017,7,308341,310767,619108,46589,43123,89712,354930,353890,708820
ADELAIDE,2017,8,289066,285877,574943,42160,40424,82584,331226,326301,657527
ADELAIDE,2017,9,296741,294811,591552,44410,42623,87033,341151,337434,678585
ADELAIDE,2017,10,327412,326148,653560,46426,36194,82620,373838,362342,736180
ADELAIDE,2017,11,316350,311569,627919,37547,36871,74418,353897,348440,702337
ADELAIDE,2017,12,318458,322403,640861,42206,52177,94383,360664,374580,735244
ADELAIDE,2018,1,300307,304558,604865,58412,47172,105584,358719,351730,710449
ADELAIDE,2018,2,276851,270512,547363,40981,32712,73693,317832,303224,621056
ADELAIDE,2018,3,320101,318876,638977,37451,40042,77493,357552,358918,716470
ADELAIDE,2018,4,311318,316660,627978,36246,41703,77949,347564,358363,705927
ADELAIDE,2018,5,294206,295304,589510,34981,39547,74528,329187,334851,664038
ADELAIDE,2018,6,279737,278632,558369,34610,43963,78573,314347,322595,636942
ADELAIDE,2018,7,318564,319765,638329,48394,42872,91266,366958,362637,729595
ADELAIDE,2018,8,303083,299851,602934,43581,43992,87573,346664,343843,690507
ADELAIDE,2018,9,300580,300750,601330,45590,43804,89394,346170,344554,690724
ADELAIDE,2018,10,329727,327636,657363,49784,38321,88105,379511,365957,745468
ADELAIDE,2018,11,317799,316175,633974,40957,41321,82278,358756,357496,716252
ADELAIDE,2018,12,309982,309368,619350,44574,54951,99525,354556,364319,718875
ADELAIDE,2019,1,293965,298986,592951,58221,49255,107476,352186,348241,700427
ADELAIDE,2019,2,278620,272735,551355,44990,35260,80250,323610,307995,631605
ADELAIDE,2019,3,314477,318070,632547,38857,39981,78838,353334,358051,711385
ADELAIDE,2019,4,315393,315365,630758,40996,46294,87290,356389,361659,718048
ADELAIDE,2019,5,294271,296479,590750,38454,43024,81478,332725,339503,672228
ADELAIDE,2019,6,279068,275957,555025,40583,47455,88038,319651,323412,643063
ADELAIDE,2019,7,321154,325056,646210,55934,49299,105233,377088,374355,751443
ADELAIDE,2019,8,310165,307344,617509,49885,49320,99205,360050,356664,716714
ADELAIDE,2019,9,308230,308039,616269,53080,51858,104938,361310,359897,721207
ADELAIDE,2019,10,345636,343411,689047,55867,43338,99205,401503,386749,788252
ADELAIDE,2019,11,320697,322044,642741,43856,43075,86931,364553,365119,729672
ADELAIDE,2019,12,311283,311134,622417,48765,60945,109710,360048,372079,732127
ADELAIDE,2020,1,294269,298774,593043,63966,53541,117507,358235,352315,710550
ADELAIDE,2020,2,275909,266178,542087,41150,30615,71765,317059,296793,613852
ADELAIDE,2020,3,192633,193960,386593,23735,18459,42194,216368,212419,428787
ADELAIDE,2020,4,5462,6383,11845,0,0,0,5462,6383,11845
ADELAIDE,2020,5,7273,8466,15739,0,0,0,7273,8466,15739
ADELAIDE,2020,6,12264,12993,25257,26,51,77,12290,13044,25334
ADELAIDE,2020,7,25774,27491,53265,350,313,663,26124,27804,53928
ADELAIDE,2020,8,36135,38427,74562,754,661,1415,36889,39088,75977
ADELAIDE,2020,9,49137,50346,99483,1123,590,1713,50260,50936,101196
ADELAIDE,2020,10,90979,90918,181897,1509,537,2046,92488,91455,183943
ADELAIDE,2020,11,70193,73760,143953,959,481,1440,71152,74241,145393
ADELAIDE,2020,12,112726,108004,220730,1429,710,2139,114155,108714,222869
ADELAIDE,2021,1,112901,120628,233529,2115,526,2641,115016,121154,236170
ADELAIDE,2021,2,97732,97565,195297,1919,459,2378,99651,98024,197675
ADELAIDE,2021,3,171916,171932,343848,2124,413,2537,174040,172345,346385
ADELAIDE,2021,4,226873,231100,457973,1798,439,2237,228671,231539,460210
ADELAIDE,2021,5,208206,212298,420504,2823,1464,4287,211029,213762,424791
ADELAIDE,2021,6,148588,149609,298197,3040,1642,4682,151628,151251,302879
ADELAIDE,2021,7,65265,66156,131421,2816,2120,4936,68081,68276,136357
ADELAIDE,2021,8,39127,39952,79079,1063,871,1934,40190,40823,81013
ADELAIDE,2021,9,78689,81802,160491,1173,681,1854,79862,82483,162345
ADELAIDE,2021,10,93731,91605,185336,1152,835,1987,94883,92440,187323
ADELAIDE,2021,11,116813,113929,230742,1180,1299,2479,117993,115228,233221
ADELAIDE,2021,12,152001,142689,294690,937,2799,3736,152938,145488,298426
ADELAIDE,2022,1,127555,129736,257291,4211,3718,7929,131766,133454,265220
ADELAIDE,2022,2,138158,134762,272920,7289,4956,12245,145447,139718,285165
ADELAIDE,2022,3,222888,220124,443012,7098,8046,15144,229986,228170,458156
ADELAIDE,2022,4,281960,284961,566921,10306,12112,22418,292266,297073,589339
ADELAIDE,2022,5,268778,265119,533897,12693,12808,25501,281471,277927,559398
ADELAIDE,2022,6,263202,258308,521510,13847,17516,31363,277049,275824,552873
ADELAIDE,2022,7,287105,291796,578901,22259,22240,44499,309364,314036,623400
ADELAIDE,2022,8,269233,261865,531098,21150,20231,41381,290383,282096,572479
ADELAIDE,2022,9,276769,271841,548610,23363,22819,46182,300132,294660,594792
ADELAIDE,2022,10,304480,300696,605176,25603,22827,48430,330083,323523,653606
ADELAIDE,2022,11,289145,290101,579246,26291,25667,51958,315436,315768,631204
ADELAIDE,2022,12,286051,282226,568277,28493,34434,62927,314544,316660,631204
ADELAIDE,2023,1,274435,279785,554220,41237,34113,75350,315672,313898,629570
ADELAIDE,2023,2,255626,250364,505990,30587,24931,55518,286213,275295,561508
ADELAIDE,2023,3,310519,306729,617248,33742,30455,64197,344261,337184,681445
ADELAIDE,2023,4,299384,301115,600499,36738,38284,75022,336122,339399,675521
ADELAIDE,2023,5,296058,291446,587504,31211,33022,64233,327269,324468,651737
ADELAIDE,2023,6,272888,275630,548518,31799,35432,67231,304687,311062,615749
ADELAIDE,2023,7,299971,306821,606792,45312,40896,86208,345283,347717,693000
ADELAIDE,2023,8,299771,293865,593636,36548,33483,70031,336319,327348,663667
ADELAIDE,2023,9,297536,300179,597715,39684,37768,77452,337220,337947,675167
ADELAIDE,2023,10,331244,327522,658766,44490,35907,80397,375734,363429,739163
ADELAIDE,2023,11,317671,320807,638478,36152,34700,70852,353823,355507,709330
ADELAIDE,2023,12,306084,300922,607006,41665,52958,94623,347749,353880,701629
ADELAIDE,2024,1,298535,303488,602023,59785,42023,101808,358320,345511,703831
ADELAIDE,2024,2,293471,285493,578964,37176,29696,66872,330647,315189,645836
ADELAIDE,2024,3,320056,311979,632035,33433,35570,69003,353489,347549,701038
ADELAIDE,2024,4,320260,331591,651851,40476,41307,81783,360736,372898,733634
ADELAIDE,2024,5,290654,292244,582898,35227,37267,72494,325881,329511,655392
ADELAIDE,2024,6,271998,275389,547387,37588,42099,79687,309586,317488,627074
BALLINA,2009,1,15908,17145,33053,0,0,0,15908,17145,33053
BALLINA,2009,2,14005,14383,28388,0,0,0,14005,14383,28388
BALLINA,2009,3,15057,15227,30284,0,0,0,15057,15227,30284
BALLINA,2009,4,14106,14505,28611,0,0,0,14106,14505,28611
BALLINA,2009,5,12974,13013,25987,0,0,0,12974,13013,25987
BALLINA,2009,6,12333,11927,24260,0,0,0,12333,11927,24260
BALLINA,2009,7,13878,14196,28074,0,0,0,13878,14196,28074
BALLINA,2009,8,10524,10682,21206,0,0,0,10524,10682,21206
BALLINA,2009,9,11389,10984,22373,0,0,0,11389,10984,22373
BALLINA,2009,10,12826,12747,25573,0,0,0,12826,12747,25573
BALLINA,2009,11,12736,12491,25227,0,0,0,12736,12491,25227
BALLINA,2009,12,12602,12676,25278,0,0,0,12602,12676,25278
BALLINA,2010,1,12345,13148,25493,0,0,0,12345,13148,25493
BALLINA,2010,2,10903,10929,21832,0,0,0,10903,10929,21832
BALLINA,2010,3,11282,11338,22620,0,0,0,11282,11338,22620
BALLINA,2010,4,10375,10614,20989,0,0,0,10375,10614,20989
BALLINA,2010,5,9295,9346,18641,0,0,0,9295,9346,18641
BALLINA,2010,6,8547,8531,17078,0,0,0,8547,8531,17078
BALLINA,2010,7,10340,10053,20393,0,0,0,10340,10053,20393
BALLINA,2010,8,10601,10387,20988,0,0,0,10601,10387,20988
BALLINA,2010,9,11961,11206,23167,0,0,0,11961,11206,23167
BALLINA,2010,10,12623,13407,26030,0,0,0,12623,13407,26030
BALLINA,2010,11,11610,11485,23095,0,0,0,11610,11485,23095
BALLINA,2010,12,14405,14158,28563,0,0,0,14405,14158,28563
BALLINA,2011,1,14507,16411,30918,0,0,0,14507,16411,30918
BALLINA,2011,2,11708,11897,23605,0,0,0,11708,11897,23605
BALLINA,2011,3,12864,13188,26052,0,0,0,12864,13188,26052
BALLINA,2011,4,13126,13075,26201,0,0,0,13126,13075,26201
BALLINA,2011,5,10696,11369,22065,0,0,0,10696,11369,22065
BALLINA,2011,6,10144,10101,20245,0,0,0,10144,10101,20245
BALLINA,2011,7,13150,13011,26161,0,0,0,13150,13011,26161
BALLINA,2011,8,11550,12010,23560,0,0,0,11550,12010,23560
BALLINA,2011,9,14019,13116,27135,0,0,0,14019,13116,27135
BALLINA,2011,10,13536,14114,27650,0,0,0,13536,14114,27650
BALLINA,2011,11,13089,13060,26149,0,0,0,13089,13060,26149
BALLINA,2011,12,15756,15002,30758,0,0,0,15756,15002,30758
BALLINA,2012,1,17159,18871,36030,0,0,0,17159,18871,36030
BALLINA,2012,2,11864,12078,23942,0,0,0,11864,12078,23942
BALLINA,2012,3,13097,13152,26249,0,0,0,13097,13152,26249
BALLINA,2012,4,14958,15119,30077,0,0,0,14958,15119,30077
BALLINA,2012,5,12359,12738,25097,0,0,0,12359,12738,25097
BALLINA,2012,6,12002,11339,23341,0,0,0,12002,11339,23341
BALLINA,2012,7,13998,14481,28479,0,0,0,13998,14481,28479
BALLINA,2012,8,13031,13376,26407,0,0,0,13031,13376,26407
BALLINA,2012,9,15200,14538,29738,0,0,0,15200,14538,29738
BALLINA,2012,10,15682,16492,32174,0,0,0,15682,16492,32174
BALLINA,2012,11,15070,15099,30169,0,0,0,15070,15099,30169
BALLINA,2012,12,17720,16588,34308,0,0,0,17720,16588,34308
BALLINA,2013,1,17319,19332,36651,0,0,0,17319,19332,36651
BALLINA,2013,2,11303,11795,23098,0,0,0,11303,11795,23098
BALLINA,2013,3,14423,13705,28128,0,0,0,14423,13705,28128
BALLINA,2013,4,16197,17705,33902,0,0,0,16197,17705,33902
BALLINA,2013,5,13735,13983,27718,0,0,0,13735,13983,27718
BALLINA,2013,6,14258,14033,28291,0,0,0,14258,14033,28291
BALLINA,2013,7,16020,16237,32257,0,0,0,16020,16237,32257
BALLINA,2013,8,14164,14148,28312,0,0,0,14164,14148,28312
BALLINA,2013,9,17534,16433,33967,0,0,0,17534,16433,33967
BALLINA,2013,10,17876,19052,36928,0,0,0,17876,19052,36928
BALLINA,2013,11,16444,16818,33262,0,0,0,16444,16818,33262
BALLINA,2013,12,20927,18906,39833,0,0,0,20927,18906,39833
BALLINA,2014,1,20119,22230,42349,0,0,0,20119,22230,42349
BALLINA,2014,2,14861,15231,30092,0,0,0,14861,15231,30092
BALLINA,2014,3,15663,16084,31747,0,0,0,15663,16084,31747
BALLINA,2014,4,16926,17256,34182,0,0,0,16926,17256,34182
BALLINA,2014,5,13210,13552,26762,0,0,0,13210,13552,26762
BALLINA,2014,6,14762,14552,29314,0,0,0,14762,14552,29314
BALLINA,2014,7,17839,18283,36122,0,0,0,17839,18283,36122
BALLINA,2014,8,14707,15200,29907,0,0,0,14707,15200,29907
BALLINA,2014,9,19834,19049,38883,0,0,0,19834,19049,38883
BALLINA,2014,10,19283,19973,39256,0,0,0,19283,19973,39256
BALLINA,2014,11,18158,18119,36277,0,0,0,18158,18119,36277
BALLINA,2014,12,20079,19225,39304,0,0,0,20079,19225,39304
BALLINA,2015,1,21764,23672,45436,0,0,0,21764,23672,45436
BALLINA,2015,2,15486,15959,31445,0,0,0,15486,15959,31445
BALLINA,2015,3,18102,17984,36086,0,0,0,18102,17984,36086
BALLINA,2015,4,19599,20173,39772,0,0,0,19599,20173,39772
BALLINA,2015,5,15937,16216,32153,0,0,0,15937,16216,32153
BALLINA,2015,6,16250,16135,32385,0,0,0,16250,16135,32385
BALLINA,2015,7,18513,19000,37513,0,0,0,18513,19000,37513
BALLINA,2015,8,17107,17073,34180,0,0,0,17107,17073,34180
BALLINA,2015,9,21295,20346,41641,0,0,0,21295,20346,41641
BALLINA,2015,10,21492,22587,44079,0,0,0,21492,22587,44079
BALLINA,2015,11,18420,18281,36701,0,0,0,18420,18281,36701
BALLINA,2015,12,22277,21230,43507,0,0,0,22277,21230,43507
BALLINA,2016,1,22620,24286,46906,0,0,0,22620,24286,46906
BALLINA,2016,2,18248,18346,36594,0,0,0,18248,18346,36594
BALLINA,2016,3,21013,20676,41689,0,0,0,21013,20676,41689
BALLINA,2016,4,19736,20262,39998,0,0,0,19736,20262,39998
BALLINA,2016,5,16647,17018,33665,0,0,0,16647,17018,33665
BALLINA,2016,6,16601,15990,32591,0,0,0,16601,15990,32591
BALLINA,2016,7,20878,21002,41880,0,0,0,20878,21002,41880
BALLINA,2016,8,16839,17001,33840,0,0,0,16839,17001,33840
BALLINA,2016,9,22038,20627,42665,0,0,0,22038,20627,42665
BALLINA,2016,10,23453,23982,47435,0,0,0,23453,23982,47435
BALLINA,2016,11,20317,20018,40335,0,0,0,20317,20018,40335
BALLINA,2016,12,25920,24405,50325,0,0,0,25920,24405,50325
BALLINA,2017,1,24867,27034,51901,0,0,0,24867,27034,51901
BALLINA,2017,2,18510,18387,36897,0,0,0,18510,18387,36897
BALLINA,2017,3,20445,20625,41070,0,0,0,20445,20625,41070
BALLINA,2017,4,24319,24171,48490,0,0,0,24319,24171,48490
BALLINA,2017,5,16786,17416,34202,0,0,0,16786,17416,34202
BALLINA,2017,6,17159,16600,33759,0,0,0,17159,16600,33759
BALLINA,2017,7,20665,20831,41496,0,0,0,20665,20831,41496
BALLINA,2017,8,16863,16984,33847,0,0,0,16863,16984,33847
BALLINA,2017,9,22647,21343,43990,0,0,0,22647,21343,43990
BALLINA,2017,10,24283,25312,49595,0,0,0,24283,25312,49595
BALLINA,2017,11,21524,21530,43054,0,0,0,21524,21530,43054
BALLINA,2017,12,26533,24745,51278,0,0,0,26533,24745,51278
BALLINA,2018,1,27192,29470,56662,0,0,0,27192,29470,56662
BALLINA,2018,2,20782,20844,41626,0,0,0,20782,20844,41626
BALLINA,2018,3,22795,21894,44689,0,0,0,22795,21894,44689
BALLINA,2018,4,23004,24426,47430,0,0,0,23004,24426,47430
BALLINA,2018,5,18588,18802,37390,0,0,0,18588,18802,37390
BALLINA,2018,6,18215,17502,35717,0,0,0,18215,17502,35717
BALLINA,2018,7,22997,23183,46180,0,0,0,22997,23183,46180
BALLINA,2018,8,20039,20084,40123,0,0,0,20039,20084,40123
BALLINA,2018,9,21971,20995,42966,0,0,0,21971,20995,42966
BALLINA,2018,10,25099,25794,50893,0,0,0,25099,25794,50893
BALLINA,2018,11,21694,21290,42984,0,0,0,21694,21290,42984
BALLINA,2018,12,26557,24963,51520,0,0,0,26557,24963,51520
BALLINA,2019,1,27119,29344,56463,0,0,0,27119,29344,56463
BALLINA,2019,2,18999,19168,38167,0,0,0,18999,19168,38167
BALLINA,2019,3,22612,22596,45208,0,0,0,22612,22596,45208
BALLINA,2019,4,24051,23949,48000,0,0,0,24051,23949,48000
BALLINA,2019,5,18031,18257,36288,0,0,0,18031,18257,36288
BALLINA,2019,6,17894,17387,35281,0,0,0,17894,17387,35281
BALLINA,2019,7,22932,23029,45961,0,0,0,22932,23029,45961
BALLINA,2019,8,19791,19809,39600,0,0,0,19791,19809,39600
BALLINA,2019,9,22424,21109,43533,0,0,0,22424,21109,43533
BALLINA,2019,10,23850,24551,48401,0,0,0,23850,24551,48401
BALLINA,2019,11,22416,22485,44901,0,0,0,22416,22485,44901
BALLINA,2019,12,27028,24448,51476,0,0,0,27028,24448,51476
BALLINA,2020,1,27390,30186,57576,0,0,0,27390,30186,57576
BALLINA,2020,2,20690,20309,40999,0,0,0,20690,20309,40999
BALLINA,2020,3,13835,14568,28403,0,0,0,13835,14568,28403
BALLINA,2020,4,195,182,377,0,0,0,195,182,377
BALLINA,2020,5,1257,1272,2529,0,0,0,1257,1272,2529
BALLINA,2020,6,4322,3587,7909,0,0,0,4322,3587,7909
BALLINA,2020,7,15858,15370,31228,0,0,0,15858,15370,31228
BALLINA,2020,8,13248,13906,27154,0,0,0,13248,13906,27154
BALLINA,2020,9,18682,17462,36144,0,0,0,18682,17462,36144
BALLINA,2020,10,25422,25769,51191,0,0,0,25422,25769,51191
BALLINA,2020,11,29389,26973,56362,0,0,0,29389,26973,56362
BALLINA,2020,12,35876,31529,67405,0,0,0,35876,31529,67405
BALLINA,2021,1,28046,31562,59608,0,0,0,28046,31562,59608
BALLINA,2021,2,25021,24357,49378,0,0,0,25021,24357,49378
BALLINA,2021,3,28068,28406,56474,0,0,0,28068,28406,56474
BALLINA,2021,4,29364,29741,59105,0,0,0,29364,29741,59105
BALLINA,2021,5,25018,26076,51094,0,0,0,25018,26076,51094
BALLINA,2021,6,22841,20763,43604,0,0,0,22841,20763,43604
BALLINA,2021,7,3537,5022,8559,0,0,0,3537,5022,8559
BALLINA,2021,8,1066,1119,2185,0,0,0,1066,1119,2185
BALLINA,2021,9,1540,1321,2861,0,0,0,1540,1321,2861
BALLINA,2021,10,3896,4070,7966,0,0,0,3896,4070,7966
BALLINA,2021,11,40727,36702,77429,0,0,0,40727,36702,77429
BALLINA,2021,12,55978,50443,106421,0,0,0,55978,50443,106421
BALLINA,2022,1,33426,39287,72713,0,0,0,33426,39287,72713
BALLINA,2022,2,20886,20946,41832,0,0,0,20886,20946,41832
BALLINA,2022,3,21359,22365,43724,0,0,0,21359,22365,43724
BALLINA,2022,4,30264,30175,60439,0,0,0,30264,30175,60439
BALLINA,2022,5,26383,27292,53675,0,0,0,26383,27292,53675
BALLINA,2022,6,25244,24336,49580,0,0,0,25244,24336,49580
BALLINA,2022,7,25628,25714,51342,0,0,0,25628,25714,51342
BALLINA,2022,8,22354,23191,45545,0,0,0,22354,23191,45545
BALLINA,2022,9,25795,24241,50036,0,0,0,25795,24241,50036
BALLINA,2022,10,27176,27849,55025,0,0,0,27176,27849,55025
BALLINA,2022,11,29717,28972,58689,0,0,0,29717,28972,58689
BALLINA,2022,12,28435,28278,56713,0,0,0,28435,28278,56713
BALLINA,2023,1,29525,31981,61506,0,0,0,29525,31981,61506
BALLINA,2023,2,24589,24374,48963,0,0,0,24589,24374,48963
BALLINA,2023,3,29482,29328,58810,0,0,0,29482,29328,58810
BALLINA,2023,4,26230,26146,52376,0,0,0,26230,26146,52376
BALLINA,2023,5,23516,24455,47971,0,0,0,23516,24455,47971
BALLINA,2023,6,23442,22194,45636,0,0,0,23442,22194,45636
BALLINA,2023,7,26226,26480,52706,0,0,0,26226,26480,52706
BALLINA,2023,8,25100,25478,50578,0,0,0,25100,25478,50578
BALLINA,2023,9,28237,26806,55043,0,0,0,28237,26806,55043
BALLINA,2023,10,27510,28163,55673,0,0,0,27510,28163,55673
BALLINA,2023,11,26925,26298,53223,0,0,0,26925,26298,53223
BALLINA,2023,12,28729,27966,56695,0,0,0,28729,27966,56695
BALLINA,2024,1,26601,27920,54521,0,0,0,26601,27920,54521
BALLINA,2024,2,24718,24905,49623,0,0,0,24718,24905,49623
BALLINA,2024,3,26858,25954,52812,0,0,0,26858,25954,52812
